,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
15657,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-05,USA Today,"Facebook emails show it explored selling data2 hours, 22 minutes | News",https://www.usatoday.com/story/news/2018/12/05/facebook-emails-suggest-considered-selling-users-personal-data/2214513002/,True,Facebook
15685,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-25,BBC,Facebook fined 'max amount' for data scandal,https://www.bbc.com/news/technology-45976300,True,Facebook
15693,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-05,New York Post,"Facebook gave Netflix and Airbnb special access to user data, docs show",https://nypost.com/2018/12/05/facebook-allowed-tech-firms-special-access-to-user-data-documents-show/,True,Facebook
15707,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-16,CNBC,"Facebook hack affected 3 million in Europe, creating the first big test for privacy regulation there",https://www.cnbc.com/2018/10/16/facebook-hack-affected-3-million-in-europe-first-big-test-for-gdpr.html,True,Facebook
15710,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-12,New York Post,Facebook hackers stole info from 29 million accounts,https://nypost.com/2018/10/12/facebook-hackers-stole-info-from-29-million-accounts/,True,Facebook
15728,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-03,Daily Mail,Facebook hit with ANOTHER privacy issue as FTC complaint by advocacy groups accuses firm of harvesting data on children in Messenger Kids app,https://www.dailymail.co.uk/sciencetech/article-6237509/Facebook-faces-FTC-complaint-accusing-harvesting-data-children-Messenger-Kids-app.html,True,Facebook
15730,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-20,Daily Mail,"Facebook hosted an auction for a CHILD BRIDE: Site under fire for allowing online sale where South Sudanese girl, 17, was exchanged for 500 cows, three cars and $10,000 in cash",https://www.dailymail.co.uk/news/article-6411511/Facebook-hosted-South-Sudanese-child-bride-auction-site.html,True,Facebook
15734,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-18,BBC,Facebook in fresh video metrics row,http://www.bbc.com/news/technology-45901287,True,Facebook
15749,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-21,Daily Mail,Facebook is forced to disable its 'inappropriate' generic auto-replies on live posts of shootings and sexual assault videos after backlash,https://www.dailymail.co.uk/sciencetech/article-6413557/Facebook-forced-disable-inappropriate-generic-auto-replies.html,True,Facebook
15755,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-19,Daily Mail,Facebook is on track to post its longest losing streak ever as tech stocks drag down the market,https://www.dailymail.co.uk/news/article-6406345/Tech-stock-US-indexes-lower-oil-prices-sink-again.html,True,Facebook
15790,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-20,The Guardian,Facebook may finally face a reckoning as more grave misdeeds are revealed,https://www.theguardian.com/commentisfree/2018/dec/20/facebook-mark-zuckerberg-sheryl-sandberg-reckoning,True,Facebook
15813,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-19,CNBC,Facebook plummets following burst of bad news,https://www.cnbc.com/2018/12/19/facebook-plummets-on-a-booming-day-for-tech.html,True,Facebook
15822,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-11,USA Today,"Facebook purges hundreds of spam Pages, accounts",https://www.usatoday.com/story/tech/2018/10/11/facebook-removes-over-550-pages-250-accounts-latest-spam-purge/1604025002/,True,Facebook
15835,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-24,New York Post,Facebook removes 8.7M child sex photos in last three months,https://nypost.com/2018/10/24/facebook-removes-8-7m-child-sex-photos-in-last-three-months/,True,Facebook
15853,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-19,New York Post,Facebook reportedly gave tech giants access to users' private messages,https://nypost.com/2018/12/18/facebook-reportedly-gave-tech-giants-access-to-users-private-messages/,True,Facebook
15855,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-14,CNBC,Facebook reportedly hired a PR firm that wrote negative articles about rivals,https://www.cnbc.com/2018/11/14/facebook-hired-pr-firm-that-wrote-negative-articles-about-rivals-nyt.html,True,Facebook
15870,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-06,Daily Mail,Facebook rides Wall Street roller-coaster: Shares recover ALL losses after value plunged by $9.5BILLION following document leak which showed the company was 'anti-competitive',https://www.dailymail.co.uk/news/article-6466839/Anti-competitive-Facebook-nervously-awaits-stock-market-verdict-leak.html,True,Facebook
15874,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-12,Daily Mail,"Facebook says 'only' 30 million people had their names, emails and phone numbers stolen in network's biggest ever data breach - here's how to check if you were one of them",https://www.dailymail.co.uk/sciencetech/article-6270651/Facebook-says-30-million-people-information-stolen-data-breach.html,Yes,Facebook
15882,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-14,Washington Post,Facebook says a new bug allowed apps to access private photos of up to 6.8 million users,https://www.washingtonpost.com/technology/the-switch/facebook-says-a-new-bug-allowed-apps-to-access-private-photos-of-up-to-68-million-users/2018/12/14/2c553614-507e-4237-b83a-8a80e3dfe99b_story.html,True,Facebook
15886,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-12,CNBC,Facebook says hackers were able to access millions of phone numbers and email addresses,https://www.cnbc.com/2018/10/12/facebook-security-breach-details.html,True,Facebook
15898,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-12,Washington Post,"Facebook says millions of users had phone numbers, search history and location data stolen in recent hack",https://www.washingtonpost.com/technology/the-switch/facebook-says-fewer-users-were-affected-by-a-data-breach---but-more-information-was-taken/2018/10/12/25d08e27-8ba2-437b-a6bf-4dd7c7bb7bf4_story.html,True,Facebook
15916,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-12,CNBC,Facebook shares close at lowest price since April 2017 as tech stocks plunge,https://www.cnbc.com/2018/11/12/facebook-sees-lowest-close-since-april-2017-as-us-stocks-fall.html,True,Facebook
15956,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-19,BBC,Facebook sued over Cambridge Analytica,https://www.bbc.com/news/technology-46627133,True,Facebook
15976,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-22,Washington Post,"Facebook suspends five accounts, including that of a social media researcher, for misleading tactics in Alabama election",https://www.washingtonpost.com/technology/the-switch/facebook-suspends-five-accounts-including-social-media-researcher-for-misleading-tactics-in-alabama-election/2018/12/22/eeaed4c7-2ef4-44d1-9983-e11fef5adc9e_story.html,True,Facebook
15979,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-26,Washington Post,Facebook suspends ‘inauthentic’ Iranian accounts that criticized Trump and spread divisive political messages,https://www.washingtonpost.com/technology/the-switch/facebook-suspends-inauthentic-iranian-accounts-that-criticized-trump-and-spread-divisive-political-messages/2018/10/26/635318a2-6623-431d-bc14-c47f4556903b_story.html,True,Facebook
16002,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-20,New York Post,Facebook tracks your location even if you think you opted out,https://nypost.com/2018/12/20/facebook-tracks-your-location-even-if-you-think-you-opted-out/,True,Facebook
16006,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-26,USA Today,"Facebook uncovers Iran disinformation to sow discord on Trump, race",https://www.usatoday.com/story/news/2018/10/26/facebook-uncovers-iran-disinformation-sow-discord-over-trump-race/1774224002/,True,Facebook
16026,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-13,Daily Mail,"Facebook vulnerability let hackers see information about users and their friends, including 'likes' and interests, researchers warn",https://www.dailymail.co.uk/sciencetech/article-6386535/Facebook-vulnerability-let-hackers-information-users-friends.html,True,Facebook
16067,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-20,CNBC,Facebook's ad platform is down at a horrible time for Black Friday retailers,https://www.cnbc.com/2018/11/20/facebooks-ad-platform-goes-down.html,True,Facebook
16077,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-08,The Guardian,Facebook's security is so bad it's surprising Zuckerberg hasn't deleted his account,https://www.theguardian.com/commentisfree/2018/oct/08/facebook-security-bad-zuckerberg-account,True,Facebook
16154,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-01,BBC,Hacked Facebook private messages for sale,http://www.bbc.com/news/technology-46065796,True,Facebook
16163,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-11-20,CNBC,Here are the scandals and other incidents that have sent Facebook's share price tanking in 2018,https://www.cnbc.com/2018/11/20/facebooks-scandals-in-2018-effect-on-stock.html,True,Facebook
16183,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-01,The Guardian,How it hides behind Facebook – and rakes in billions,https://www.theguardian.com/technology/2018/dec/01/instagram-facebook-controversy-social-network-tech,True,Facebook
16189,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-10-12,CNBC,How to see if you were affected by the Facebook hack,https://www.cnbc.com/2018/10/12/how-to-see-if-i-am-affected-by-the-facebook-hack.html,True,Facebook
16201,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-06,New York Times,In the ‘DealBook’ NewsletterInside the emails Facebook never thought you’d read.,https://www.nytimes.com/2018/12/06/business/dealbook/facebook-email-data.html,True,Facebook
16202,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-19,New York Times,In the ‘Dealbook’ NewsletterInside Facebook’s huge data giveaway to its big tech brethren.,https://www.nytimes.com/2018/12/19/business/dealbook/facebook-data-scandal.html,True,Facebook
16210,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-21,The Guardian,Is 2019 the year you should finally quit Facebook?,https://www.theguardian.com/commentisfree/2018/dec/21/quit-facebook-privacy-scandal-private-messages,True,Facebook
16214,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-17,The Guardian,Israel  Netanyahu’s son banned from Facebook over hate speech,https://www.theguardian.com/world/2018/dec/17/netanyahus-son-banned-from-facebook-over-hate-speech,True,Facebook
16216,Facebook,,29000000,2018,2018-10-01,"The biggest hack in Facebook's history to date. Names, birth dates, phone numbers, search history and location data was stolen by hackers masquerading as a digital marketing company. ",web,hacked,,2.0,,"Business Insider, Facebook",https://www.businessinsider.com.au/facebook-thinks-spammers-responsible-hack-stole-info-from-29-million-users-2018-10?r=US&IR=T,https://newsroom.fb.com/news/2018/10/update-on-security-issue/,261,facebook,4058229,facebook,,,chemicals,1001 - 5000,,,linkedin.com/company/syngenta-crop-protection,371,389,2018-12-24,The Guardian,It's complicated  Facebook's terrible 2018,https://www.theguardian.com/technology/ng-interactive/2018/dec/24/facebook-2018-timeline-year-in-review-privacy-scandals,True,Facebook
