,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
9382,Uber,,50000,2015,2015-02-01,"The breach, which occurred in Sep 2014, revealed the names & license plates of 50,000 drivers across the USA.","tech, app",poor security,,1.0,,TechCrunch,https://techcrunch.com/2015/02/27/uber-database-breach-exposed-information-of-50000-drivers-company-confirms/,,197,uber,25915,uber,uber.com,2009.0,internet,10001+,"san francisco, california, united states",united states,linkedin.com/company/uber-com,22415,36867,2015-03-02,Washington Post,The Switchboard: Security breach at Uber may have affected tens of thousands of drivers,http://www.washingtonpost.com/blogs/the-switch/wp/2015/03/02/the-switchboard-security-breach-at-uber-may-have-affected-tens-of-thousands-of-drivers/,Yes,Uber
9411,Uber,,50000,2015,2015-02-01,"The breach, which occurred in Sep 2014, revealed the names & license plates of 50,000 drivers across the USA.","tech, app",poor security,,1.0,,TechCrunch,https://techcrunch.com/2015/02/27/uber-database-breach-exposed-information-of-50000-drivers-company-confirms/,,197,uber,25915,uber,uber.com,2009.0,internet,10001+,"san francisco, california, united states",united states,linkedin.com/company/uber-com,22415,36867,2015-02-28,CNBC,Uber breach may have exposed data on 50K  drivers,http://www.cnbc.com/id/102464739?trknav=homestack:trending:20,Yes,Uber
9444,Uber,,50000,2015,2015-02-01,"The breach, which occurred in Sep 2014, revealed the names & license plates of 50,000 drivers across the USA.","tech, app",poor security,,1.0,,TechCrunch,https://techcrunch.com/2015/02/27/uber-database-breach-exposed-information-of-50000-drivers-company-confirms/,,197,uber,25915,uber,uber.com,2009.0,internet,10001+,"san francisco, california, united states",united states,linkedin.com/company/uber-com,22415,36867,2015-02-28,New York Post,Uber says it got hacked — over nine months ago,http://nypost.com/2015/02/27/uber-got-hacked-almost-nine-months-ago/,Yes,Uber
9471,Wonga,,270000,2017,2017-04-01,"The firm reported unauthorised access to names, addresses, phone numbers and bank account details relating to British and Polish customers.",finance,hacked,,4.0,,The Guardian,https://www.theguardian.com/business/2017/apr/09/wonga-data-breach-could-affect-250000-uk-customers?CMP=Share_iOSApp_Other,,253,wonga,6180511,wonga,wonga.com,2007.0,financial services,501 - 1000,"london, greater london, united kingdom",united kingdom,linkedin.com/company/wonga-com,319,1059,2017-04-09,BBC,"3 Wonga data breach 'affects 245,000 in UK'",http://www.bbc.com/news/business-39544762,Yes,Wonga
9514,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-03,Daily Mail,'We thought we had done enough': Snapchat's CEO blames recent hack on its Find Friend tool - and will now let users opt out of the feature,http://www.dailymail.co.uk/sciencetech/article-2533385/Snapchats-CEO-blames-recent-hack-Find-Friend-tool-let-users-opt-feature.html,True,Snapchat
9519,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-06,USA Today,Fraudsters likely to exploit stolen Snapchat dataFraudsters likely to exploit stolen Snapchat dataRash of texting spam aimed at Snapchat's young users are a rising concernRash of texting spam aimed at Snapchat's young users are a rising concernCybertruth37 minutes agoByron Acohido,http://www.usatoday.com/story/cybertruth/2014/01/06/fraudsters-likely-to-exploit-stolen-snapchat-data/4338171/,True,Snapchat
9520,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-02,CNBC,Gotcha                               Hack attack targets Snapchat users,http://www.cnbc.com/id/101306419,True,Snapchat
9523,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-02,CNN,Millions exposed in social hack,http://www.cnn.com/video/data/2.0/video/bestoftv/2014/01/02/snapchat-hacked-kosik-earlystart.cnn.html?hpt=hp_t2,True,Snapchat
9530,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-03,CNN,Snapchat,http://www.cnn.com/2014/01/03/tech/social-media/snapchat-hack-response/index.html?hpt=hp_inthenews,True,Snapchat
9541,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-02,USA Today,"Snapchat hack should be wakeup call for social networks, parents",http://www.usatoday.com/story/tech/columnist/2014/01/02/snapchat-breach-new-tech-economy-john-shinal-usa-today/4250487/,True,Snapchat
9542,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-02,New York Post,"Snapchat hacked, 4.6M users’ info posted online",http://nypost.com/2014/01/02/snapchat-hacked-4-6m-users-info-posted-online/,True,Snapchat
9548,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-03,BBC,Snapchat to update app after hack,http://www.bbc.com/news/technology-25584636,Yes,Snapchat
9549,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-02,USA Today,"Snapchat update planned after user breachSnapchat update planned after user breachLeaked database reportedly contains 4.6 million usernames, phone numbers.Leaked database reportedly contains 4.6 million usernames, phone numbers.Tech0 minutes agoBrett Molina",http://www.usatoday.com/story/tech/2014/01/02/snapchat-security/4295789/,True,Snapchat
9555,SnapChat,,4600000,2013,2014-01-01,"Hackers abused an exploit to siphon off usernames and phone numbers, which were then posted online.","web, tech",hacked,,2.0,,BBC News,https://www.bbc.co.uk/news/technology-25572661,,149,snapchat,2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,2014-01-02,USA Today,"Why more Snapchat-like hacks will come in 2014Why more Snapchat-like hacks will come in 2014Data-harvesting apps that amass consumer data are juicy targetsData-harvesting apps that amass consumer data are juicy targetsCybertruth3 hours, 4 minutes agoByron Acohido",http://www.usatoday.com/story/cybertruth/2014/01/02/why-more-snapchat-like-hacks-will-occur-in-2014/4292331/,True,Snapchat
9557,Zomato,Restaurants & events,17000000,2017,2017-05-01,Stolen email addresses and hashed passwords were being sold on the dark web for just over $1000.,web,hacked,,4.0,,HackRead,https://www.hackread.com/zomato-hacked-17-million-accounts-sold-on-dark-web/,,241,zomato,6873910,zomato,zomato.com,2008.0,consumer services,1001 - 5000,"gurgaon, haryana, india",india,linkedin.com/company/zomato,1430,4289,2017-05-18,BBC,India's Zomato hit by huge data breach,http://www.bbc.com/news/world-asia-india-39958308,Yes,Zomato
9581,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-28,CNBC,'Don't chase the ambulance:' Palo Alto Networks CEO speaks out on the epic Equifax breach,https://www.cnbc.com/2017/09/27/palo-alto-networks-ceo-talks-equifax-hack-dont-chase-the-ambulance.html,Yes,Equifax
9582,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-15,BBC,1 Equifax confirms Britons hit by breach,http://www.bbc.com/news/technology-41286638,Yes,Equifax
9583,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-02,BBC,1 Equifax data breach 'bigger than thought',http://www.bbc.com/news/business-41474329,Yes,Equifax
9586,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,Daily Mail,"143 MILLION people's Social Security numbers, driver's licenses and other personal details may have been stolen in massive cybersecurity hack of credit agency Equifax",http://www.dailymail.co.uk/news/article-4863648/Credit-agency-Equifax-info-143-million-stolen.html,Yes,Equifax
9587,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,New York Post,143M Social Security numbers exposed after Equifax hack,http://nypost.com/2017/09/07/equifax-breach-compromises-143m-social-security-numbers/,True,Equifax
9588,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,Washington Post,"2    Analysis  By signing up on Equifax’s help site, you risk giving up your legal rights",https://www.washingtonpost.com/news/the-switch/wp/2017/09/08/what-to-know-before-you-check-equifaxs-data-breach-website/?tid=pm_pop,True,Equifax
9589,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,Washington Post,2   Hackers access database that has personal data for 143 million Americans from credit reporting agency Equifax,https://www.washingtonpost.com/news/the-switch/wp/2017/09/07/hackers-steal-personal-data-for-143-million-americans-from-credit-reporting-agency-equifax/?tid=pm_pop,Yes,Equifax
9590,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,BBC,2 Equifax slammed after major data breach,http://www.bbc.com/news/business-41205415,Yes,Equifax
9591,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-03,BBC,2 Equifax triggers debate on cyber rules,http://www.bbc.com/news/business-41489112,Yes,Equifax
9592,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-11-09,BBC,3 Equifax profits plunge amid breach fallout,http://www.bbc.com/news/business-41932862,True,Equifax
9593,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-12,BBC,3 Equifax removes link after malware issue,http://www.bbc.com/news/business-41601871,True,Equifax
9594,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-13,BBC,3 Equifax suffers fresh data breach,http://www.bbc.com/news/technology-41257576,Yes,Equifax
9595,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,CNBC,3 reasons breach victims might not want Equifax credit monitoring                              Kelli B. Grant 55 Mins Ago,https://www.cnbc.com/2017/09/08/3-reasons-breach-victims-might-not-want-equifax-credit-monitoring.html,True,Equifax
9596,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-09,Washington Post,"4   After the Equifax breach, here’s how to freeze your credit to protect your identity",https://www.washingtonpost.com/news/the-switch/wp/2017/09/09/after-the-equifax-breach-heres-how-to-freeze-your-credit-to-protect-your-identity/?tid=pm_pop,Yes,Equifax
9599,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-11,New York Times,4 Things You Should Do About the Equifax Hack,https://www.nytimes.com/2017/09/10/smarter-living/equifax-hack-what-should-i-do.html,True,Equifax
9601,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,Daily Mail,88 comments,http://www.dailymail.co.uk/news/article-4884072/Failure-patch-flaw-led-massive-Equifax-breach.html#comments,True,Equifax
9602,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-21,New York Times,A Consumer Advocate Battles Equifax and a Storm,https://www.nytimes.com/2017/09/21/insider/equifax-hacking-ron-lieber.html,Yes,Equifax
9603,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-10,USA Today,"After Equifax, fix 'stupid': Our view",https://www.usatoday.com/story/opinion/2017/10/10/after-equifax-fix-stupid-credit-bureaus-editorials-debates/747087001/,True,Equifax
9604,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-14,Washington Post,"After massive Equifax breach, let’s make it free to freeze your credit",https://www.washingtonpost.com/news/get-there/wp/2017/09/14/after-massive-equifax-breach-lets-make-it-free-to-freeze-your-credit/,True,Equifax
9605,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-09,Washington Post,"After the Equifax breach, here’s how to freeze your credit to protect your identity",https://www.washingtonpost.com/news/the-switch/wp/2017/09/09/after-the-equifax-breach-heres-how-to-freeze-your-credit-to-protect-your-identity/,Yes,Equifax
9606,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-22,Washington Post,"After the breach, Equifax now faces the lawsuits",https://www.washingtonpost.com/news/business/wp/2017/09/22/after-the-breach-equifax-now-faces-the-lawsuits/,Yes,Equifax
9608,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-18,New York Times,Answers to Your Questions About the Equifax Hack,https://www.nytimes.com/2017/09/17/smarter-living/equifax-hack-tips.html,True,Equifax
9609,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-23,New York Times,"As Equifax Amassed More Data, Safety Was a Sales Pitch",https://www.nytimes.com/2017/09/23/business/equifax-data-breach.html,True,Equifax
9610,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-12,USA Today,"At Equifax, a Category 5 data breach: Our view",https://www.usatoday.com/story/opinion/2017/09/12/equifax-category-5-data-breach-editorials-debates/657362001/,Yes,Equifax
9611,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-19,Washington Post,"Before breach, Equifax sought to limit how much it could be forced to pay if sued by consumers",https://www.washingtonpost.com/business/economy/before-the-breach-equifax-sought-to-limit-exposure-to-lawsuits/2017/09/19/8e6c8020-9d47-11e7-9083-fbfddf6804c2_story.html?utm_term=.a18ee199d4aa,Yes,Equifax
9612,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-19,Washington Post,"Before the breach, Equifax sought to limit exposure to lawsuits",https://www.washingtonpost.com/business/economy/before-the-breach-equifax-sought-to-limit-exposure-to-lawsuits/2017/09/19/8e6c8020-9d47-11e7-9083-fbfddf6804c2_story.html,True,Equifax
9613,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-07,The Guardian,Breaking news  Credit firm Equifax says 143m social security numbers exposed in hack,https://www.theguardian.com/us-news/2017/sep/07/equifax-credit-breach-hack-social-security,Yes,Equifax
9615,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-27,USA Today,Can you avoid Equifax and the credit bureaus altogether?,https://www.usatoday.com/story/money/business/2017/09/27/can-you-avoid-equifax-and-credit-bureaus-altogether/706328001/,True,Equifax
9619,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-03,The Guardian,Congress slams former Equifax CEO for data hack,https://www.theguardian.com/business/2017/oct/03/former-equifax-ceo-deeply-regrets-how-company-handled-data-hack,True,Equifax
9621,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-10-03,CNBC,Consumers face $4.1 billion tab to freeze credit reports after Equifax breach,https://www.cnbc.com/2017/10/03/it-costs-consumers-4-point-1-billion-to-freeze-credit-reports.html,True,Equifax
9622,Equifax,,143000000,2017,2017-09-01,"A breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of US, UK and Canadian citizens.",finance,hacked,y,4.0,"143,000,000",UK Gov,https://www.consumer.ftc.gov/blog/2017/09/equifax-data-breach-what-do,,234,equifax,2655829,equifax,equifax.com,1899.0,financial services,5001 - 10000,"atlanta, georgia, united states",united states,linkedin.com/company/equifax,4415,11328,2017-09-08,New York Post,Credit card fraud spikes after Equifax cyber-attack,http://nypost.com/2017/09/08/credit-card-fraud-spikes-after-equifax-cyber-attack/,Yes,Equifax
