,year,corpName,breachType,numRecords,industry,numCustomers,numEmployees,recordType,sensitivity
3178,2011,IBM,Insider Threat,367862,Technology,,,,
4116,2011,IBM,Physical Breach,226451,Technology,,,,
5604,2011,IBM,DDoS Attack,889614,Technology,,,,
5855,2011,IBM,Insider Threat,117971,Technology,,,,
6989,2011,IBM,Physical Breach,581000,Technology,,,,
8124,2011,IBM,Password Guessing,237475,Technology,,,,
8959,2011,IBM,Ransomware,21415,Technology,,,,
9968,2011,IBM,Malware,857269,Technology,,,,
11592,2011,IBM,Phishing,762974,Healthcare,,,,
11652,2011,IBM,Password Guessing,386885,Technology,,,,
65,2012,IBM,Ransomware,167316,Technology,,,,
1294,2012,IBM,Physical Breach,913673,Technology,,,,
2496,2012,IBM,DDoS Attack,306859,Technology,,,,
3863,2012,IBM,Physical Breach,598674,Technology,,,,
6703,2012,IBM,Ransomware,903161,Technology,,,,
7035,2012,IBM,Phishing,718296,Technology,,,,
7099,2012,IBM,Phishing,673637,Technology,,,,
30,2013,IBM,Ransomware,896825,Technology,,,,
1381,2013,IBM,Malware,228727,Technology,,,,
3601,2013,IBM,Ransomware,957730,Technology,,,,
4221,2013,IBM,Password Guessing,991552,Technology,,,,
8549,2013,IBM,Physical Breach,608625,Technology,,,,
10747,2013,IBM,Insider Threat,469196,Technology,,,,
11706,2013,IBM,Password Guessing,106132,Finance,,,,
11766,2013,IBM,Physical Breach,1887,Government,,,,
11769,2013,IBM,Phishing,258035,Healthcare,,,,
523,2014,IBM,Malware,467173,Technology,,,,
1235,2014,IBM,DDoS Attack,727229,Technology,,,,
2065,2014,IBM,Physical Breach,587225,Technology,,,,
2304,2014,IBM,DDoS Attack,175283,Technology,,,,
4790,2014,IBM,Insider Threat,214923,Technology,,,,
6263,2014,IBM,DDoS Attack,961957,Technology,,,,
6984,2014,IBM,Malware,983813,Technology,,,,
8688,2014,IBM,Phishing,382637,Technology,,,,
9249,2014,IBM,Malware,801095,Technology,,,,
9601,2014,IBM,Insider Threat,996919,Technology,,,,
10390,2014,IBM,DDoS Attack,27987,Healthcare,,,,
10615,2014,IBM,DDoS Attack,812874,Technology,,,,
10932,2014,IBM,Ransomware,168022,Government,,,,
2259,2015,IBM,Malware,901877,Technology,,,,
2831,2015,IBM,Physical Breach,279249,Technology,,,,
3965,2015,IBM,DDoS Attack,107928,Technology,,,,
6471,2015,IBM,Insider Threat,936360,Technology,,,,
7091,2015,IBM,DDoS Attack,533898,Technology,,,,
9514,2015,IBM,DDoS Attack,775640,Technology,,,,
11668,2015,IBM,DDoS Attack,824801,Retail,,,,
12241,2015,IBM,Malware,456217,Technology,,,,
929,2016,IBM,Malware,652050,Technology,,,,
5011,2016,IBM,Malware,954494,Technology,,,,
5377,2016,IBM,Malware,222490,Technology,,,,
5702,2016,IBM,Malware,894019,Technology,,,,
9195,2016,IBM,Password Guessing,850172,Technology,,,,
9258,2016,IBM,DDoS Attack,698181,Technology,,,,
11604,2016,IBM,Ransomware,3749,Healthcare,,,,
155,2017,IBM,Ransomware,494687,Technology,,,,
1530,2017,IBM,Ransomware,964984,Technology,,,,
1768,2017,IBM,Insider Threat,600828,Technology,,,,
3383,2017,IBM,Ransomware,480183,Technology,,,,
3483,2017,IBM,Physical Breach,376817,Technology,,,,
3984,2017,IBM,Insider Threat,571981,Technology,,,,
5086,2017,IBM,Malware,90693,Technology,,,,
6128,2017,IBM,Phishing,668225,Technology,,,,
6285,2017,IBM,Phishing,760921,Technology,,,,
9107,2017,IBM,DDoS Attack,977594,Technology,,,,
10295,2017,IBM,Physical Breach,728166,Finance,,,,
10317,2017,IBM,Insider Threat,828324,Healthcare,,,,
10594,2017,IBM,Password Guessing,201470,Technology,,,,
11148,2017,IBM,DDoS Attack,901052,Healthcare,,,,
12048,2017,IBM,Physical Breach,933449,Finance,,,,
3075,2018,IBM,DDoS Attack,440460,Technology,,,,
3846,2018,IBM,DDoS Attack,727975,Technology,,,,
4304,2018,IBM,Malware,940319,Technology,,,,
4531,2018,IBM,Malware,609685,Technology,,,,
8919,2018,IBM,Malware,336242,Technology,,,,
9418,2018,IBM,Ransomware,676611,Technology,,,,
158,2019,IBM,Ransomware,551912,Technology,,,,
1131,2019,IBM,Physical Breach,76137,Technology,,,,
1526,2019,IBM,Insider Threat,678423,Technology,,,,
3303,2019,IBM,Phishing,190061,Technology,,,,
4313,2019,IBM,DDoS Attack,915229,Technology,,,,
4564,2019,IBM,Ransomware,309433,Technology,,,,
5671,2019,IBM,DDoS Attack,152991,Technology,,,,
6086,2019,IBM,Phishing,965370,Technology,,,,
6177,2019,IBM,Physical Breach,693797,Technology,,,,
8052,2019,IBM,Ransomware,121596,Technology,,,,
8302,2019,IBM,Physical Breach,810996,Technology,,,,
8556,2019,IBM,Password Guessing,692121,Technology,,,,
8852,2019,IBM,DDoS Attack,340199,Technology,,,,
9793,2019,IBM,Physical Breach,28510,Technology,,,,
11402,2019,IBM,Phishing,608090,Technology,,,,
11464,2019,IBM,Ransomware,386198,Finance,,,,
11741,2019,IBM,Physical Breach,661282,Healthcare,,,,
11749,2019,IBM,Password Guessing,440044,Finance,,,,
11790,2019,IBM,Physical Breach,264595,Healthcare,,,,
177,2020,IBM,Ransomware,211297,Technology,,,,
2136,2020,IBM,Password Guessing,693325,Technology,,,,
4851,2020,IBM,Insider Threat,286843,Technology,,,,
7271,2020,IBM,Ransomware,969668,Technology,,,,
8709,2020,IBM,Malware,110908,Technology,,,,
9168,2020,IBM,Insider Threat,913745,Technology,,,,
9237,2020,IBM,Ransomware,307367,Technology,,,,
9534,2020,IBM,Physical Breach,989408,Technology,,,,
10624,2020,IBM,Insider Threat,390347,Government,,,,
10802,2020,IBM,Phishing,910156,Technology,,,,
11689,2020,IBM,Malware,74272,Technology,,,,
2749,2021,IBM,Physical Breach,960251,Technology,,,,
3320,2021,IBM,Insider Threat,981462,Technology,,,,
7706,2021,IBM,Password Guessing,515052,Technology,,,,
11356,2021,IBM,Ransomware,662028,Technology,,,,
12334,2021,IBM,Insider Threat,786654,Government,,,,
394,2022,IBM,DDoS Attack,106272,Technology,,,,
534,2022,IBM,Phishing,962539,Technology,,,,
1866,2022,IBM,Ransomware,27629,Technology,,,,
3354,2022,IBM,Phishing,741658,Technology,,,,
3430,2022,IBM,Insider Threat,444351,Technology,,,,
3443,2022,IBM,Malware,581911,Technology,,,,
4452,2022,IBM,Physical Breach,529927,Technology,,,,
4974,2022,IBM,DDoS Attack,132598,Technology,,,,
6032,2022,IBM,Phishing,586384,Technology,,,,
6079,2022,IBM,Insider Threat,617966,Technology,,,,
8261,2022,IBM,Phishing,298357,Technology,,,,
11469,2022,IBM,DDoS Attack,347037,Retail,,,,
1216,2023,IBM,Insider Threat,323979,Technology,,,,
1303,2023,IBM,Ransomware,869937,Technology,,,,
4752,2023,IBM,DDoS Attack,10466,Technology,,,,
4859,2023,IBM,Insider Threat,52405,Technology,,,,
5515,2023,IBM,Physical Breach,678464,Technology,,,,
6099,2023,IBM,Physical Breach,56510,Technology,,,,
7194,2023,IBM,Physical Breach,442490,Technology,,,,
10566,2023,IBM,Ransomware,417007,Healthcare,,,,
10898,2023,IBM,Ransomware,923375,Healthcare,,,,
11125,2023,IBM,Ransomware,314608,Government,,,,
11285,2023,IBM,Password Guessing,488559,Healthcare,,,,
1162,2024,IBM,Insider Threat,708265,Technology,,,,
2131,2024,IBM,Ransomware,176622,Technology,,,,
3167,2024,IBM,Insider Threat,622309,Technology,,,,
5444,2024,IBM,Physical Breach,976163,Technology,,,,
7944,2024,IBM,Password Guessing,274520,Technology,,,,
11089,2024,IBM,Phishing,207396,Healthcare,,,,
2467,2000,Intel,Ransomware,488426,Technology,,,,
2819,2000,Intel,Phishing,311727,Technology,,,,
2862,2000,Intel,Password Guessing,77791,Technology,,,,
3458,2000,Intel,Phishing,963297,Technology,,,,
4582,2000,Intel,Malware,676521,Technology,,,,
6144,2000,Intel,Ransomware,706441,Technology,,,,
8630,2000,Intel,Physical Breach,694618,Technology,,,,
9435,2000,Intel,Insider Threat,712350,Technology,,,,
11000,2000,Intel,Phishing,919846,Healthcare,,,,
11245,2000,Intel,Password Guessing,61862,Retail,,,,
11955,2000,Intel,Phishing,333640,Government,,,,
494,2001,Intel,Insider Threat,601896,Technology,,,,
514,2001,Intel,Ransomware,627909,Technology,,,,
2368,2001,Intel,Malware,49155,Technology,,,,
2894,2001,Intel,Phishing,591894,Technology,,,,
5220,2001,Intel,Phishing,816680,Technology,,,,
6371,2001,Intel,Password Guessing,809564,Technology,,,,
6945,2001,Intel,Malware,855221,Technology,,,,
8044,2001,Intel,Insider Threat,425096,Technology,,,,
8216,2001,Intel,Phishing,616704,Technology,,,,
9081,2001,Intel,Insider Threat,708053,Technology,,,,
10373,2001,Intel,Insider Threat,139630,Finance,,,,
10404,2001,Intel,Password Guessing,738520,Retail,,,,
776,2002,Intel,Physical Breach,159442,Technology,,,,
1620,2002,Intel,Phishing,882979,Technology,,,,
1705,2002,Intel,Malware,77769,Technology,,,,
3321,2002,Intel,Ransomware,53302,Technology,,,,
5381,2002,Intel,Password Guessing,385538,Technology,,,,
6111,2002,Intel,Malware,835174,Technology,,,,
7125,2002,Intel,Insider Threat,757351,Technology,,,,
7278,2002,Intel,Ransomware,773898,Technology,,,,
9902,2002,Intel,Phishing,420106,Technology,,,,
10206,2002,Intel,Phishing,210604,Retail,,,,
10708,2002,Intel,Physical Breach,683474,Government,,,,
538,2003,Intel,Phishing,962244,Technology,,,,
1674,2003,Intel,Malware,469791,Technology,,,,
6145,2003,Intel,Ransomware,980462,Technology,,,,
7911,2003,Intel,Password Guessing,329184,Technology,,,,
9448,2003,Intel,Physical Breach,371736,Technology,,,,
10673,2003,Intel,Password Guessing,658250,Finance,,,,
11525,2003,Intel,DDoS Attack,305749,Technology,,,,
1811,2004,Intel,Ransomware,536055,Technology,,,,
4143,2004,Intel,Password Guessing,511515,Technology,,,,
5093,2005,Intel,Phishing,605629,Technology,,,,
7516,2005,Intel,Ransomware,615370,Technology,,,,
10265,2005,Intel,Malware,472169,Government,,,,
591,2006,Intel,Malware,468383,Technology,,,,
2558,2006,Intel,DDoS Attack,617645,Technology,,,,
4434,2006,Intel,Physical Breach,862542,Technology,,,,
4651,2006,Intel,Ransomware,62569,Technology,,,,
5001,2006,Intel,Insider Threat,404636,Technology,,,,
6532,2006,Intel,DDoS Attack,494699,Technology,,,,
8350,2006,Intel,Password Guessing,438407,Technology,,,,
10842,2006,Intel,Password Guessing,14260,Government,,,,
10861,2006,Intel,Ransomware,376865,Retail,,,,
12361,2006,Intel,Physical Breach,590699,Government,,,,
458,2007,Intel,Physical Breach,50334,Technology,,,,
4349,2007,Intel,Insider Threat,517369,Technology,,,,
5314,2007,Intel,Ransomware,997696,Technology,,,,
7244,2007,Intel,Password Guessing,367525,Technology,,,,
10012,2007,Intel,Password Guessing,715626,Technology,,,,
11438,2007,Intel,Malware,981291,Retail,,,,
12234,2007,Intel,Malware,298855,Technology,,,,
701,2008,Intel,Physical Breach,116333,Technology,,,,
2214,2008,Intel,Ransomware,588426,Technology,,,,
3416,2008,Intel,DDoS Attack,429910,Technology,,,,
3843,2008,Intel,Phishing,409456,Technology,,,,
4632,2008,Intel,Insider Threat,831583,Technology,,,,
4641,2008,Intel,Insider Threat,513393,Technology,,,,
5286,2008,Intel,Insider Threat,931495,Technology,,,,
7017,2008,Intel,Malware,594358,Technology,,,,
8563,2008,Intel,Password Guessing,21130,Technology,,,,
9212,2008,Intel,DDoS Attack,858631,Technology,,,,
10680,2008,Intel,Malware,900079,Finance,,,,
4197,2009,Intel,Physical Breach,809164,Technology,,,,
6062,2009,Intel,Malware,875549,Technology,,,,
6430,2009,Intel,DDoS Attack,82612,Technology,,,,
6986,2009,Intel,DDoS Attack,838809,Technology,,,,
9831,2009,Intel,Password Guessing,661351,Technology,,,,
10137,2009,Intel,Insider Threat,532472,Finance,,,,
10762,2009,Intel,Insider Threat,972341,Healthcare,,,,
10990,2009,Intel,Ransomware,129960,Retail,,,,
3929,2010,Intel,Password Guessing,753075,Technology,,,,
6617,2010,Intel,Physical Breach,421112,Technology,,,,
6829,2010,Intel,Ransomware,706226,Technology,,,,
10608,2010,Intel,Password Guessing,350661,Finance,,,,
1175,2011,Intel,Malware,496104,Technology,,,,
3331,2011,Intel,DDoS Attack,187655,Technology,,,,
6808,2011,Intel,Ransomware,808034,Technology,,,,
9091,2011,Intel,Insider Threat,940082,Technology,,,,
9102,2011,Intel,Malware,797128,Technology,,,,
11538,2011,Intel,DDoS Attack,416436,Technology,,,,
88,2012,Intel,Ransomware,690472,Technology,,,,
1344,2012,Intel,Insider Threat,25991,Technology,,,,
1558,2012,Intel,Malware,330474,Technology,,,,
2128,2012,Intel,Insider Threat,231628,Technology,,,,
2181,2012,Intel,Ransomware,886249,Technology,,,,
2656,2012,Intel,Malware,691447,Technology,,,,
2713,2012,Intel,Ransomware,166397,Technology,,,,
2980,2012,Intel,Phishing,194657,Technology,,,,
3403,2012,Intel,DDoS Attack,627785,Technology,,,,
3810,2012,Intel,Malware,484493,Technology,,,,
6193,2012,Intel,Password Guessing,870198,Technology,,,,
6707,2012,Intel,Ransomware,600891,Technology,,,,
7304,2012,Intel,Malware,246872,Technology,,,,
7867,2012,Intel,Physical Breach,657255,Technology,,,,
12086,2012,Intel,Ransomware,902850,Government,,,,
840,2013,Intel,Insider Threat,787372,Technology,,,,
1081,2013,Intel,Password Guessing,321602,Technology,,,,
1698,2013,Intel,Phishing,94019,Technology,,,,
2527,2013,Intel,Malware,172108,Technology,,,,
2748,2013,Intel,Malware,936896,Technology,,,,
3129,2013,Intel,Malware,627290,Technology,,,,
3497,2013,Intel,Ransomware,235901,Technology,,,,
7283,2013,Intel,DDoS Attack,454565,Technology,,,,
7648,2013,Intel,DDoS Attack,613347,Technology,,,,
8038,2013,Intel,Password Guessing,623088,Technology,,,,
8127,2013,Intel,Physical Breach,592760,Technology,,,,
10325,2013,Intel,Ransomware,473957,Healthcare,,,,
11318,2013,Intel,DDoS Attack,909402,Healthcare,,,,
11813,2013,Intel,DDoS Attack,262157,Government,,,,
11947,2013,Intel,Malware,152220,Retail,,,,
947,2014,Intel,Ransomware,824091,Technology,,,,
1633,2014,Intel,Insider Threat,3359,Technology,,,,
1935,2014,Intel,Ransomware,84579,Technology,,,,
2124,2014,Intel,Ransomware,193697,Technology,,,,
2888,2014,Intel,Ransomware,791113,Technology,,,,
3566,2014,Intel,Physical Breach,316525,Technology,,,,
5858,2014,Intel,Insider Threat,708508,Technology,,,,
8116,2014,Intel,DDoS Attack,161887,Technology,,,,
8199,2014,Intel,DDoS Attack,787653,Technology,,,,
10827,2014,Intel,Insider Threat,141791,Retail,,,,
11160,2014,Intel,Malware,964144,Government,,,,
12318,2014,Intel,Insider Threat,97111,Healthcare,,,,
276,2015,Intel,Phishing,586616,Technology,,,,
399,2015,Intel,Ransomware,182905,Technology,,,,
2109,2015,Intel,DDoS Attack,465458,Technology,,,,
3327,2015,Intel,Phishing,293719,Technology,,,,
4202,2015,Intel,Physical Breach,444090,Technology,,,,
6490,2015,Intel,Insider Threat,345440,Technology,,,,
10707,2015,Intel,Phishing,899063,Finance,,,,
11109,2015,Intel,Ransomware,271754,Government,,,,
1651,2016,Intel,DDoS Attack,123152,Technology,,,,
8474,2016,Intel,DDoS Attack,364094,Technology,,,,
9295,2016,Intel,Physical Breach,949563,Technology,,,,
10730,2016,Intel,Malware,792259,Finance,,,,
11009,2016,Intel,Ransomware,579278,Government,,,,
1055,2017,Intel,Phishing,38827,Technology,,,,
1569,2017,Intel,DDoS Attack,486005,Technology,,,,
1575,2017,Intel,Password Guessing,424518,Technology,,,,
4505,2017,Intel,Ransomware,18377,Technology,,,,
5689,2017,Intel,Phishing,185933,Technology,,,,
10711,2017,Intel,Malware,721959,Government,,,,
1295,2018,Intel,Physical Breach,100524,Technology,,,,
1885,2018,Intel,Physical Breach,225498,Technology,,,,
2721,2018,Intel,Phishing,399053,Technology,,,,
3334,2018,Intel,Insider Threat,557166,Technology,,,,
4288,2018,Intel,Malware,77809,Technology,,,,
6608,2018,Intel,Physical Breach,28566,Technology,,,,
10340,2018,Intel,Password Guessing,201363,Finance,,,,
1827,2019,Intel,Ransomware,822401,Technology,,,,
2313,2019,Intel,Password Guessing,802054,Technology,,,,
4616,2019,Intel,Password Guessing,936478,Technology,,,,
5146,2019,Intel,Malware,777467,Technology,,,,
6103,2019,Intel,Physical Breach,130925,Technology,,,,
6496,2019,Intel,Ransomware,651300,Technology,,,,
11599,2019,Intel,Password Guessing,86101,Finance,,,,
322,2020,Intel,Physical Breach,204229,Technology,,,,
499,2020,Intel,Phishing,202774,Technology,,,,
3870,2020,Intel,Password Guessing,414083,Technology,,,,
5147,2020,Intel,Ransomware,198348,Technology,,,,
6413,2020,Intel,DDoS Attack,413839,Technology,,,,
6898,2020,Intel,DDoS Attack,26605,Technology,,,,
7114,2020,Intel,Phishing,841829,Technology,,,,
8713,2020,Intel,DDoS Attack,132330,Technology,,,,
8867,2020,Intel,DDoS Attack,681696,Technology,,,,
10460,2020,Intel,Ransomware,182378,Retail,,,,
11522,2020,Intel,Insider Threat,144671,Healthcare,,,,
857,2021,Intel,Insider Threat,933932,Technology,,,,
1137,2021,Intel,Password Guessing,905361,Technology,,,,
2537,2021,Intel,DDoS Attack,297804,Technology,,,,
2969,2021,Intel,Ransomware,609446,Technology,,,,
4925,2021,Intel,DDoS Attack,812669,Technology,,,,
5517,2021,Intel,Insider Threat,983044,Technology,,,,
5871,2021,Intel,Ransomware,951343,Technology,,,,
6655,2021,Intel,Insider Threat,224792,Technology,,,,
7223,2021,Intel,Malware,816034,Technology,,,,
8735,2021,Intel,Phishing,880581,Technology,,,,
10459,2021,Intel,Ransomware,239968,Retail,,,,
10475,2021,Intel,Malware,982115,Retail,,,,
12214,2021,Intel,Physical Breach,248196,Healthcare,,,,
2153,2022,Intel,Malware,981316,Technology,,,,
2648,2022,Intel,Password Guessing,837653,Technology,,,,
3002,2022,Intel,Insider Threat,969652,Technology,,,,
3919,2022,Intel,Ransomware,528716,Technology,,,,
4152,2022,Intel,Phishing,250584,Technology,,,,
7681,2022,Intel,Phishing,741208,Technology,,,,
8624,2022,Intel,Phishing,845460,Technology,,,,
9518,2022,Intel,DDoS Attack,162700,Technology,,,,
10912,2022,Intel,Malware,821417,Government,,,,
11773,2022,Intel,Insider Threat,469578,Healthcare,,,,
83,2023,Intel,DDoS Attack,387996,Technology,,,,
1684,2023,Intel,Phishing,67026,Technology,,,,
4483,2023,Intel,Ransomware,535345,Technology,,,,
6218,2023,Intel,Physical Breach,890753,Technology,,,,
6686,2023,Intel,Physical Breach,292841,Technology,,,,
8387,2023,Intel,Insider Threat,49504,Technology,,,,
9439,2023,Intel,Password Guessing,368262,Technology,,,,
930,2024,Intel,Malware,423515,Technology,,,,
2556,2024,Intel,Password Guessing,238709,Technology,,,,
2596,2024,Intel,Insider Threat,210730,Technology,,,,
2951,2024,Intel,DDoS Attack,159924,Technology,,,,
3396,2024,Intel,Physical Breach,679245,Technology,,,,
4401,2024,Intel,DDoS Attack,475801,Technology,,,,
4703,2024,Intel,Phishing,148831,Technology,,,,
5259,2024,Intel,Insider Threat,348315,Technology,,,,
6528,2024,Intel,Phishing,307429,Technology,,,,
7097,2024,Intel,Password Guessing,542846,Technology,,,,
7956,2024,Intel,Malware,306796,Technology,,,,
8623,2024,Intel,Phishing,518307,Technology,,,,
8877,2024,Intel,Physical Breach,591387,Technology,,,,
9316,2024,Intel,DDoS Attack,989860,Technology,,,,
11140,2024,Intel,Physical Breach,986836,Technology,,,,
11943,2024,Intel,Ransomware,337264,Retail,,,,
12228,2024,Intel,Insider Threat,384473,Government,,,,
391,2000,JPMorgan Chase,Ransomware,316504,Finance,,,,
1292,2000,JPMorgan Chase,Password Guessing,846143,Finance,,,,
1892,2000,JPMorgan Chase,Physical Breach,183798,Finance,,,,
3935,2000,JPMorgan Chase,DDoS Attack,760096,Finance,,,,
4600,2000,JPMorgan Chase,Malware,542654,Finance,,,,
4914,2000,JPMorgan Chase,Ransomware,755860,Finance,,,,
5537,2000,JPMorgan Chase,Ransomware,590149,Finance,,,,
6553,2000,JPMorgan Chase,Ransomware,221423,Finance,,,,
9900,2000,JPMorgan Chase,Insider Threat,631424,Finance,,,,
11249,2000,JPMorgan Chase,Phishing,60301,Finance,,,,
11672,2000,JPMorgan Chase,Phishing,478849,Finance,,,,
12138,2000,JPMorgan Chase,Ransomware,563271,Government,,,,
1346,2001,JPMorgan Chase,Phishing,323038,Finance,,,,
3432,2001,JPMorgan Chase,Phishing,227787,Finance,,,,
4941,2001,JPMorgan Chase,Malware,869506,Finance,,,,
7578,2001,JPMorgan Chase,Ransomware,829309,Finance,,,,
9554,2001,JPMorgan Chase,Insider Threat,210605,Finance,,,,
9794,2001,JPMorgan Chase,Physical Breach,658856,Finance,,,,
10240,2001,JPMorgan Chase,Malware,649627,Retail,,,,
11491,2001,JPMorgan Chase,DDoS Attack,727729,Technology,,,,
11622,2001,JPMorgan Chase,Password Guessing,163727,Retail,,,,
12051,2001,JPMorgan Chase,Physical Breach,666175,Finance,,,,
46,2002,JPMorgan Chase,Ransomware,241497,Finance,,,,
1643,2002,JPMorgan Chase,Malware,407722,Finance,,,,
4938,2002,JPMorgan Chase,Physical Breach,523379,Finance,,,,
5623,2002,JPMorgan Chase,Malware,791851,Finance,,,,
6117,2002,JPMorgan Chase,DDoS Attack,557832,Finance,,,,
7027,2002,JPMorgan Chase,Phishing,243200,Finance,,,,
7752,2002,JPMorgan Chase,Malware,291931,Finance,,,,
8488,2002,JPMorgan Chase,Password Guessing,719066,Finance,,,,
8567,2002,JPMorgan Chase,Physical Breach,60858,Finance,,,,
10264,2002,JPMorgan Chase,Phishing,264712,Finance,,,,
27,2003,JPMorgan Chase,Insider Threat,331984,Finance,,,,
228,2003,JPMorgan Chase,Ransomware,231074,Finance,,,,
937,2003,JPMorgan Chase,Phishing,874176,Finance,,,,
1395,2003,JPMorgan Chase,Password Guessing,337276,Finance,,,,
3008,2003,JPMorgan Chase,DDoS Attack,236513,Finance,,,,
3337,2003,JPMorgan Chase,Phishing,494047,Finance,,,,
10853,2003,JPMorgan Chase,Physical Breach,156250,Finance,,,,
108,2004,JPMorgan Chase,Phishing,970107,Finance,,,,
830,2004,JPMorgan Chase,Password Guessing,864506,Finance,,,,
1638,2004,JPMorgan Chase,Malware,690393,Finance,,,,
2228,2004,JPMorgan Chase,Malware,323417,Finance,,,,
2277,2004,JPMorgan Chase,Insider Threat,602480,Finance,,,,
3514,2004,JPMorgan Chase,Malware,406041,Finance,,,,
4751,2004,JPMorgan Chase,DDoS Attack,81822,Finance,,,,
5952,2004,JPMorgan Chase,Phishing,38399,Finance,,,,
7041,2004,JPMorgan Chase,Password Guessing,94288,Finance,,,,
7625,2004,JPMorgan Chase,Password Guessing,695403,Finance,,,,
10672,2004,JPMorgan Chase,Ransomware,972374,Technology,,,,
2617,2005,JPMorgan Chase,Phishing,863187,Finance,,,,
2746,2005,JPMorgan Chase,Physical Breach,406748,Finance,,,,
3393,2005,JPMorgan Chase,DDoS Attack,468353,Finance,,,,
3672,2005,JPMorgan Chase,Physical Breach,669332,Finance,,,,
3777,2005,JPMorgan Chase,Physical Breach,115187,Finance,,,,
4382,2005,JPMorgan Chase,Insider Threat,469452,Finance,,,,
5801,2005,JPMorgan Chase,Malware,608062,Finance,,,,
6512,2005,JPMorgan Chase,Password Guessing,708086,Finance,,,,
8264,2005,JPMorgan Chase,Password Guessing,506198,Finance,,,,
8934,2005,JPMorgan Chase,Malware,580208,Finance,,,,
1356,2006,JPMorgan Chase,Ransomware,630281,Finance,,,,
2788,2006,JPMorgan Chase,Ransomware,756848,Finance,,,,
4524,2006,JPMorgan Chase,Insider Threat,412110,Finance,,,,
5918,2006,JPMorgan Chase,Phishing,470309,Finance,,,,
6336,2006,JPMorgan Chase,Ransomware,191506,Finance,,,,
7981,2006,JPMorgan Chase,Physical Breach,255442,Finance,,,,
8526,2006,JPMorgan Chase,Insider Threat,404161,Finance,,,,
8693,2006,JPMorgan Chase,Phishing,419762,Finance,,,,
11399,2006,JPMorgan Chase,Physical Breach,458992,Healthcare,,,,
77,2007,JPMorgan Chase,Password Guessing,67418,Finance,,,,
2007,2007,JPMorgan Chase,Phishing,729542,Finance,,,,
2631,2007,JPMorgan Chase,Malware,621857,Finance,,,,
2801,2007,JPMorgan Chase,Password Guessing,796810,Finance,,,,
4015,2007,JPMorgan Chase,Physical Breach,31341,Finance,,,,
4219,2007,JPMorgan Chase,Insider Threat,592316,Finance,,,,
4568,2007,JPMorgan Chase,Malware,441201,Finance,,,,
8150,2007,JPMorgan Chase,Phishing,189189,Finance,,,,
8472,2007,JPMorgan Chase,DDoS Attack,764272,Finance,,,,
10671,2007,JPMorgan Chase,Insider Threat,549208,Government,,,,
1529,2008,JPMorgan Chase,Ransomware,488070,Finance,,,,
4179,2008,JPMorgan Chase,Phishing,636678,Finance,,,,
4523,2008,JPMorgan Chase,Physical Breach,768486,Finance,,,,
4903,2008,JPMorgan Chase,Malware,955586,Finance,,,,
5503,2008,JPMorgan Chase,Password Guessing,707404,Finance,,,,
5917,2008,JPMorgan Chase,DDoS Attack,138898,Finance,,,,
6728,2008,JPMorgan Chase,Malware,475664,Finance,,,,
6904,2008,JPMorgan Chase,Password Guessing,654772,Finance,,,,
6950,2008,JPMorgan Chase,Phishing,96832,Finance,,,,
7976,2008,JPMorgan Chase,Password Guessing,753701,Finance,,,,
8279,2008,JPMorgan Chase,Password Guessing,576794,Finance,,,,
8289,2008,JPMorgan Chase,Phishing,628973,Finance,,,,
8714,2008,JPMorgan Chase,Insider Threat,447345,Finance,,,,
9020,2008,JPMorgan Chase,Malware,968590,Finance,,,,
11098,2008,JPMorgan Chase,Ransomware,757444,Government,,,,
11139,2008,JPMorgan Chase,Password Guessing,816747,Healthcare,,,,
11834,2008,JPMorgan Chase,Phishing,128823,Technology,,,,
11997,2008,JPMorgan Chase,Phishing,730611,Retail,,,,
12307,2008,JPMorgan Chase,Malware,984731,Government,,,,
390,2009,JPMorgan Chase,DDoS Attack,719534,Finance,,,,
1588,2009,JPMorgan Chase,Phishing,841144,Finance,,,,
5148,2009,JPMorgan Chase,Phishing,89171,Finance,,,,
6990,2009,JPMorgan Chase,Password Guessing,257582,Finance,,,,
8491,2009,JPMorgan Chase,Phishing,423170,Finance,,,,
10280,2009,JPMorgan Chase,DDoS Attack,942845,Finance,,,,
12206,2009,JPMorgan Chase,Password Guessing,697120,Technology,,,,
671,2010,JPMorgan Chase,DDoS Attack,752583,Finance,,,,
3196,2010,JPMorgan Chase,Physical Breach,26257,Finance,,,,
3811,2010,JPMorgan Chase,Malware,329226,Finance,,,,
5729,2010,JPMorgan Chase,Ransomware,401004,Finance,,,,
8192,2010,JPMorgan Chase,Physical Breach,150491,Finance,,,,
9832,2010,JPMorgan Chase,DDoS Attack,75324,Finance,,,,
11018,2010,JPMorgan Chase,Ransomware,701032,Government,,,,
305,2011,JPMorgan Chase,Ransomware,58706,Finance,,,,
309,2011,JPMorgan Chase,Ransomware,468220,Finance,,,,
1774,2011,JPMorgan Chase,Physical Breach,742917,Finance,,,,
3224,2011,JPMorgan Chase,Physical Breach,559761,Finance,,,,
3901,2011,JPMorgan Chase,DDoS Attack,986218,Finance,,,,
5234,2011,JPMorgan Chase,Insider Threat,264502,Finance,,,,
7256,2011,JPMorgan Chase,Password Guessing,640848,Finance,,,,
7664,2011,JPMorgan Chase,Ransomware,453744,Finance,,,,
8485,2011,JPMorgan Chase,Physical Breach,886769,Finance,,,,
8522,2011,JPMorgan Chase,Ransomware,550145,Finance,,,,
